type,id
17,50178
17,50179
17,50180
17,50181
17,50182
17,50183
17,50184
17,50185
17,50186
17,50187
17,50188
17,50189
17,50190
17,50191
17,50192
17,50193
17,50194
17,50195
17,50196
17,50197
17,50198
17,50199
20,50000
20,50001
20,50002
20,50003
20,50004
20,50005
20,50006
20,50007
20,50008
20,50009
20,50010
20,50011
20,50012
20,50013
20,50014
20,50015
20,50016
20,50017
20,50018
20,50019
20,50020
20,50021
20,50022
20,50023
20,50024
20,50025
20,50026
20,50027
20,50028
20,50029
20,50030
20,50031
20,50032
20,50033
20,50034
20,50035
20,50036
20,50037
20,50038
20,50039
20,50040
20,50041
20,50042
20,50043
20,50044
20,50045
20,50046
20,50047
20,50048
20,50049
20,50050
20,50051
20,50052
20,50053
20,50054
20,50055
20,50056
20,50057
20,50058
20,50059
20,50060
20,50061
20,50062
20,50063
20,50064
20,50065
20,50066
20,50067
20,50068
20,50069
20,50070
20,50071
20,50072
20,50073
20,50074
20,50075
20,50076
20,50077
20,50078
20,50079
20,50080
20,50081
20,50082
20,50083
20,50084
20,50085
20,50086
20,50087
20,50088
20,50089
20,50090
20,50091
20,50092
20,50093
20,50094
20,50095
20,50096
20,50097
20,50098
20,50099
20,50100
20,50101
20,50102
20,50103
20,50104
20,50105
20,50106
20,50107
20,50108
20,50109
20,50110
20,50111
20,50112
20,50113
20,50114
20,50115
20,50116
20,50117
20,50118
20,50119
20,50120
20,50121
20,50122
20,50123
20,50124
20,50125
20,50126
20,50127
20,50128
20,50129
20,50130
20,50131
20,50132
20,50133
20,50134
20,50135
20,50136
20,50137
20,50138
20,50139
20,50140
20,50141
20,50142
20,50143
20,50144
20,50145
20,50146
20,50147
20,50148
20,50149
20,50150
20,50151
20,50152
20,50153
20,50154
20,50155
20,50156
20,50157
20,50158
20,50159
20,50160
20,50161
20,50162
20,50163
20,50164
20,50165
20,50166
20,50167
20,50168
20,50169
20,50170
20,50171
20,50172
20,50173
20,50174
20,50175
20,50176
20,50177
20,50178
20,50179
20,50180
20,50181
20,50182
20,50183
20,50184
20,50185
20,50186
20,50187
20,50188
20,50189
20,50190
20,50191
20,50192
20,50193
20,50194
20,50195
20,50196
20,50197
20,50198
20,50199
21,50000
21,50001
21,50002
21,50003
21,50004
21,50005
21,50006
21,50007
21,50008
21,50009
21,50010
21,50011
21,50012
21,50013
21,50014
21,50015
21,50016
21,50017
21,50018
21,50019
21,50020
21,50021
21,50022
21,50023
21,50024
21,50025
21,50026
21,50027
21,50028
21,50029
21,50030
21,50031
21,50032
21,50033
21,50034
21,50035
21,50036
21,50037
21,50038
21,50039
21,50040
21,50041
21,50042
21,50043
21,50044
21,50045
21,50046
21,50047
21,50048
21,50049
21,50050
21,50051
21,50052
21,50053
21,50054
21,50055
21,50056
21,50057
21,50058
21,50059
21,50060
21,50061
21,50062
21,50063
21,50064
21,50065
21,50066
21,50067
21,50068
21,50069
21,50070
21,50071
21,50072
21,50073
21,50074
21,50075
21,50076
21,50077
21,50078
21,50079
21,50080
21,50081
21,50082
21,50083
21,50084
21,50085
21,50086
21,50087
21,50088
21,50089
21,50090
21,50091
21,50092
21,50093
21,50094
21,50095
21,50096
21,50097
21,50098
21,50099
21,50100
21,50101
21,50102
21,50103
21,50104
21,50105
21,50106
21,50107
21,50108
21,50109
21,50110
21,50111
21,50112
21,50113
21,50114
21,50115
21,50116
21,50117
21,50118
21,50119
21,50120
21,50121
21,50122
21,50123
21,50124
21,50125
21,50126
21,50127
21,50128
21,50129
21,50130
21,50131
21,50132
21,50133
21,50134
21,50135
21,50136
21,50137
21,50138
21,50139
21,50140
21,50141
21,50142
21,50143
21,50144
21,50145
21,50146
21,50147
21,50148
21,50149
21,50150
21,50151
21,50152
21,50153
21,50154
21,50155
21,50156
21,50157
21,50158
21,50159
21,50160
21,50161
21,50162
21,50163
21,50164
21,50165
21,50166
21,50167
21,50168
21,50169
21,50170
21,50171
21,50172
21,50173
21,50174
21,50175
21,50176
21,50177
21,50178
21,50179
21,50180
21,50181
21,50182
21,50183
21,50184
21,50185
21,50186
21,50187
21,50188
21,50189
21,50190
21,50191
21,50192
21,50193
21,50194
21,50195
21,50196
21,50197
21,50198
21,50199
22,50000
22,50001
22,50002
22,50003
22,50004
22,50005
22,50006
22,50007
22,50008
22,50009
22,50010
22,50011
22,50012
22,50013
22,50014
22,50015
22,50016
22,50017
22,50018
22,50019
22,50020
22,50021
22,50022
22,50023
22,50024
22,50025
22,50026
22,50027
22,50028
22,50029
22,50030
22,50031
22,50032
22,50033
22,50034
22,50035
22,50036
22,50037
22,50038
22,50039
22,50040
22,50041
22,50042
22,50043
22,50044
22,50045
22,50046
22,50047
22,50048
22,50049
22,50050
22,50051
22,50052
22,50053
22,50054
22,50055
22,50056
22,50057
22,50058
22,50059
22,50060
22,50061
22,50062
22,50063
22,50064
22,50065
22,50066
22,50067
22,50068
22,50069
22,50070
22,50071
22,50072
22,50073
22,50074
22,50075
22,50076
22,50077
22,50078
22,50079
22,50080
22,50081
22,50082
22,50083
22,50084
22,50085
22,50086
22,50087
22,50088
22,50089
22,50090
22,50091
22,50092
22,50093
22,50094
22,50095
22,50096
22,50097
22,50098
22,50099
22,50100
22,50101
22,50102
22,50103
22,50104
22,50105
22,50106
22,50107
22,50108
22,50109
22,50110
22,50111
22,50112
22,50113
22,50114
22,50115
22,50116
22,50117
22,50118
22,50119
22,50120
22,50121
22,50122
22,50123
22,50124
22,50125
22,50126
22,50127
22,50128
22,50129
22,50130
22,50131
22,50132
22,50133
22,50134
22,50135
22,50136
22,50137
22,50138
22,50139
22,50140
22,50141
22,50142
22,50143
22,50144
22,50145
22,50146
22,50147
22,50148
22,50149
22,50150
22,50151
22,50152
22,50153
22,50154
22,50155
22,50156
22,50157
22,50158
22,50159
22,50160
22,50161
22,50162
22,50163
22,50164
22,50165
22,50166
22,50167
22,50168
22,50169
22,50170
22,50171
22,50172
22,50173
22,50174
22,50175
22,50176
22,50177
22,50178
22,50179
22,50180
22,50181
22,50182
22,50183
22,50184
22,50185
22,50186
22,50187
22,50188
22,50189
22,50190
22,50191
22,50192
22,50193
22,50194
22,50195
22,50196
22,50197
22,50198
22,50199
22,50790
